password,zxcvbn_score,guesses,crack_time_offline_fast_hashing_1e10_per_second,matched_sequence_count
2016#testdude,4,17890000000,2 seconds,3
2016#testfall,4,15100000000,2 seconds,3
2016#testfalladrian,4,13660000000000,23 minutes,4
2016#testjosh,4,11440000000,1 second,3
2016#testme@lady,4,13200100000000,22 minutes,3
2016#testmeary,4,1000000010000,2 minutes,2
2016#testmeuser,4,1226679706000,2 minutes,4
2016#testmilk,4,35920000000,4 seconds,3
2016#testrunner,4,11410000000,1 second,3
2016#testrunner_,4,1497640000000,2 minutes,4
2016#testuser2011,4,573850000000,57 seconds,3
2016#testwatt,4,54160000000,5 seconds,3
2016#testwonderful,4,11560000000,1 second,3
2016#testytest,4,28000000000,3 seconds,3
2016#testzoo,4,10000010000,1 second,2
2016#useradmin,4,21550000000,2 seconds,3
2016#userfall,4,15100000000,2 seconds,3
2016#userfallout,4,74590000000,7 seconds,3
2016#usermeow,4,100000010000,10 seconds,2
2016#userzombie,4,18340000000,2 seconds,3
2016#winter211332,4,27902890000000,47 minutes,3
2016#winterboi,4,111700000000,11 seconds,3
2016#winterbuck,4,73421200000,7 seconds,3
2016#winterbunny,4,101879200000,10 seconds,3
2016#wintercandy,4,60810400000,6 seconds,3
2016#wintercassie,4,42954400000,4 seconds,3
2016#winterchill,4,179999200000,18 seconds,3
2016#winterchucky,4,167834800000,17 seconds,3
2016#winterfallchris,4,23533379200000,39 minutes,4
2016#winterfalldiane,4,12985840000000,22 minutes,4
2016#winterfrost,4,71189200000,7 seconds,3
2016#winterguy,4,15054400000,2 seconds,3
2016#winterinamaze,4,96635200000000,3 hours,4
2016#winterknight,4,16505200000,2 seconds,3
2016#winterpenguin,4,58466800000,6 seconds,3
2016#winterpuma,4,869798800000,1 minute,3
2016#winterstar,4,49092400000,5 seconds,3
2016#winterwolf,4,52105600000,5 seconds,3
2016#winterwolf#admin,4,18180480880000000,21 days,5
2016#winterwolfchris,4,20554105600000,34 minutes,4
2016#winterzombie,4,67952800000,7 seconds,3
2016@ferrero11,4,543700000000,54 seconds,3
2016@rainbowzak,4,138700000000,14 seconds,3
2016@springfieldtest,4,108854200000,11 seconds,3
2016@springfox,4,70765000000,7 seconds,3
2016@springinpilgrim,4,116999884000000,3 hours,4
2016@springtest,4,37653400000,4 seconds,3
2016@springtime17,4,227080000000,23 seconds,3
2016@springwindhollow,4,3515457148000000,4 days,4
2016@springwindkiss,4,771030448000000,21 hours,4
2016@summer_sheila,4,1225878400000,2 minutes,4
2016@summerbuck,4,27299800000,3 seconds,3
2016@summerdaisy,4,12064600000,1 second,3
2016@test!spring,4,202000000000,20 seconds,3
2016@testadmin,4,21550000000,2 seconds,3
2016@winterfall_alex,4,2456200000000000,3 days,4
2016@winterfall_jeff,4,2456200000000000,3 days,4
2016@winterfallgarden,4,243113968000000,7 hours,4
2016@winterrain,4,10441000000,1 second,3
2016@winterwolf1995,4,11401120000000,19 minutes,4
2016@winterwolfuser,4,246520000000000,7 hours,4
2016admin@spring,4,202000000000,20 seconds,3
2016admintest_11,4,1079794000000,2 minutes,4
2016admintestspring,4,1053701362000,2 minutes,4
2016testadminuser,4,1125196786000,2 minutes,4
2016testfallpaw,4,279100000000,28 seconds,3
2016testfalltestadmin,4,7980400000000000,9 days,4
2016testjamestest,4,1000518940000,2 minutes,4
2016testuser#test,4,573850000000,57 seconds,3
2016testuser@brian,4,1012622500000,2 minutes,4
2016user#spring,4,20290000000,2 seconds,3
2016useradmin@winter,4,288928000000000,8 hours,4
2016usercandycake,4,1947424960000,3 minutes,4
2016wintershock_2016,4,4504000000000,8 minutes,4
2017!#testdaisy,4,86800000000,9 seconds,3
2017!@#winterzachary,4,1038613600000,2 minutes,4
2017!@springwester,4,1287586360000,2 minutes,4
2017!_spring_boy,4,1807600000000,3 minutes,4
2017!admin@test,4,279100000000,28 seconds,3
2017!adminfrost,4,191200000000,19 seconds,3
2017!adminharry,4,21100000000,2 seconds,3
2017!adminnew,4,15100000000,2 seconds,3
2017!adminpenguin,4,157000000000,16 seconds,3
2017!adminspring,4,202000000000,20 seconds,3
2017!adminsummer,4,20800000000,2 seconds,3
2017!admintest,4,28000000000,3 seconds,3
2017!adminuser,4,470800000000,47 seconds,3
2017!daisy325,4,100000010000,10 seconds,2
2017!fall2018mike,4,1618000000000,3 minutes,4
2017!fallgarden,4,30400000000,3 seconds,3
2017!fallkaykaw,4,5320000000000,9 minutes,4
2017!fallpaw3,4,100000010000,10 seconds,2
2017!falluser,4,47170000000,5 seconds,3
2017!fashionfall,4,495965800000,50 seconds,3
2017!frostingcreeper,4,1807459681600,3 minutes,4
2017!frosty#test,4,2705440000000,5 minutes,4
2017!garden1990,4,30400000000,3 seconds,3
2017!gardenblogger,4,1125320800000,2 minutes,4
2017!honeyfall,4,68728600000,7 seconds,3
2017!kissemystery,4,375700000000,38 seconds,3
2017!kissfall,4,15100000000,2 seconds,3
2017!scholes123,4,1130200000000,2 minutes,4
2017!scooby@kitty,4,3010069600000,5 minutes,4
2017!sophia2005,4,12790000000,1 second,3
2017!spring2013shutYou have successfully connected,4,5.145092386010329600000000000E+32,centuries,9
2017!springadmin,4,288817000000,29 seconds,3
2017!springdavid,4,20290000000,2 seconds,3
2017!springdoris,4,22309000000,2 seconds,3
2017!springfall13admin,4,41758870000000000,2 months,5
2017!springgarden,4,407938000000,41 seconds,3
2017!springguytest,4,21128622400000,35 minutes,4
2017!springhoney,4,86109400000,9 seconds,3
2017!springjoseph,4,20290000000,2 seconds,3
2017!springkate,4,178175800000,18 seconds,3
2017!springkelly,4,27154600000,3 seconds,3
2017!springshawn,4,36442000000,4 seconds,3
2017!springtest123,4,239957200000,24 seconds,3
2017!springtestdavid,4,8510680000000,14 minutes,4
2017!springtrump,4,1065383296000,2 minutes,4
2017!springwheat,4,872308000000,1 minute,3
2017!springwinterman!,4,3005272000000000,3 days,4
2017!springwolf,4,188270800000,19 seconds,3
2017!springzhang,4,1028400869200,2 minutes,4
2017!summerfallspring,4,60848005600000,2 hours,4
2017!summerfog,4,41500000000,4 seconds,3
2017!summergretchen,4,17736400000,2 seconds,3
2017!summerkarma,4,97969600000,10 seconds,3
2017!summerkitten,4,13555000000,1 second,3
2017!summerstar,4,18274600000,2 seconds,3
2017!summerwheat,4,89524000000,9 seconds,3
2017!suzuki10,4,15280000000,2 seconds,3
2017!sweety311,4,531100000000,53 seconds,3
2017!test#test,4,28000000000,3 seconds,3
2017!testadmin,4,21550000000,2 seconds,3
2017!testeruser,4,447265000000,45 seconds,3
2017!testfall,4,15100000000,2 seconds,3
2017!testme@spring,4,20190100000000,34 minutes,3
2017!testmezhang,4,1461883378000,2 minutes,4
2017!testruner,4,1000000010000,2 minutes,2
2017!testrunner,4,11410000000,1 second,3
2017!winteralexey,4,381325600000,38 seconds,3
2017!winterbush,4,30901600000,3 seconds,3
2017!wintercassie,4,42954400000,4 seconds,3
2017!winterhudson,4,17174800000,2 seconds,3
2017!winterknight,4,16505200000,2 seconds,3
2017!wintermilk,4,133350400000,13 seconds,3
2017!winterpumpkins,4,415586800000,42 seconds,3
2017!winterwolf,4,52105600000,5 seconds,3
2017!winterwolfuser,4,327387145600000,9 hours,4
2017!winterzadawn,4,5687200000000,9 minutes,4
2017!winterzamora,4,78554800000,8 seconds,3
2017!wolvesummer,4,20800000000,2 seconds,3
2017#fall_alex,4,45400000000,5 seconds,3
2017#fallfancyman,4,14548480000000,24 minutes,4
2017#falllady,4,13300000000,1 second,3
2017#fallmaniac,4,37450000000,4 seconds,3
2017#fallmilk,4,35920000000,4 seconds,3
2017#fallwanderer,4,126490000000,13 seconds,3
2017#fallwilly,4,24610000000,2 seconds,3
2017#frostyadmin,4,554368000000,55 seconds,3
2017#kiddiesummer,4,207100000000,21 seconds,3
2017#kittencat,4,195100000000,20 seconds,3
2017#rainbottle,4,30100000000,3 seconds,3
2017#rainyweather,4,449500000000,45 seconds,3
2017#somerock,4,10870000000,1 second,3
2017#spring1011191,4,3678316564000,6 minutes,4
2017#spring123!,4,1031339440000,2 minutes,4
2017#spring15admin,4,58743400000000,2 hours,4
2017#spring26kathy,4,12467920000000,21 minutes,4
2017#spring_alex,4,1888360000000,3 minutes,4
2017#spring_ashwin,4,89836000000000,2 hours,4
2017#spring_jeff,4,1888360000000,3 minutes,4
2017#springboktest,4,1023287572000,2 minutes,4
2017#springboy,4,90147400000,9 seconds,3
2017#springbrandon,4,27558400000,3 seconds,3
2017#springbuck,4,265396600000,27 seconds,3
2017#springbuck99,4,9883600000000,16 minutes,4
2017#springcat#test,4,889360000000000,1 day,4
2017#springcat123,4,1022564344000,2 minutes,4
2017#springcatgarden,4,1632352000000000,2 days,4
2017#springchase,4,182617600000,18 seconds,3
2017#springdaisy,4,116798200000,12 seconds,3
2017#springdaniel,4,20290000000,2 seconds,3
2017#springdavid,4,20290000000,2 seconds,3
2017#springdiane,4,20290000000,2 seconds,3
2017#springfrodo,4,1022493275200,2 minutes,4
2017#springfrost,4,257320600000,26 seconds,3
2017#springfuchsia,4,1153952788000,2 minutes,4
2017#springgryffindor,4,88837000000000000,3 months,4
2017#springjack,4,21501400000,2 seconds,3
2017#springjose,4,20290000000,2 seconds,3
2017#springlucas,4,104684200000,10 seconds,3
2017#springman111,4,8106880000000,14 minutes,4
2017#springrobert,4,20290000000,2 seconds,3
2017#springrobin,4,40480000000,4 seconds,3
2017#springshyfashion,4,741936160000000,21 hours,4
2017#springspring2016,4,40540000000,4 seconds,3
2017#springtestbuck,4,99690335200000,3 hours,4
2017#springuserdavid,4,127712440000000,4 hours,4
2017#springwintercarol,4,16021360000000,27 minutes,4
2017#springwintertina,4,28639302400000,48 minutes,4
2017#springyandrew,4,1500100000000,3 minutes,3
2017#springyjane,4,1888360000000,3 minutes,4
2017#squirrelfall,4,413160400000,41 seconds,3
2017#summer12815,4,302320000000,30 seconds,3
2017#summer28shawn,4,2490400000000,4 minutes,4
2017#summer_alex,4,1275061600000,2 minutes,4
2017#summer_jeff,4,1213127200000,2 minutes,4
2017#summeradmin,4,29701000000,3 seconds,3
2017#summerdaisy,4,12064600000,1 second,3
2017#summerfall18samantha,4,14001724000000000,16 days,5
2017#summerfog,4,41500000000,4 seconds,3
2017#summergaby,4,414100000000,41 seconds,3
2017#summerguyadmin,4,16866136000000,28 minutes,4
2017#summerkamran,4,566286400000,57 seconds,3
2017#summerkate,4,18357400000,2 seconds,3
2017#summerkobe,4,414100000000,41 seconds,3
2017#summerkris,4,22373200000,2 seconds,3
2017#summerlazycandy,4,254773388800000,7 hours,4
2017#summerlilah,4,204367600000,20 seconds,3
2017#summermister,4,40672000000,4 seconds,3
2017#summershiny,4,122685400000,12 seconds,3
2017#summerspring2018,4,6572440000000,11 minutes,4
2017#summerspringuser,4,175863167200000,5 hours,4
2017#summerspringzhang,4,357301813600000,10 hours,4
2017#summerstun,4,76027600000,8 seconds,3
2017#summertesty,4,253509400000,25 seconds,3
2017#summerwinds,4,109023400000,11 seconds,3
2017#summerzhang,4,132455800000,13 seconds,3
2017#test#testuser,4,11440104400,1 second,3
2017#test2015summer,4,1414000000000,2 minutes,4
2017#test2somerunner,4,25882000000000,43 minutes,4
2017#test_alex,4,45400000000,5 seconds,3
2017#test_rose,4,19600000000,2 seconds,3
2017#testadmin,4,21550000000,2 seconds,3
2017#testcat42,4,1000000010000,2 minutes,2
2017#testcat4me,4,10000000010000,17 minutes,2
2017#testfall,4,15100000000,2 seconds,3
2017#testgabriella,4,36970000000,4 seconds,3
2017#testme23,4,78686200000,8 seconds,3
2017#testmeandrew,4,150100000000,15 seconds,3
2017#testmejimmy,4,291100000000,29 seconds,3
2017#testpasser,4,211660000000,21 seconds,3
2017#testruner,4,1000000010000,2 minutes,2
2017#testspring,4,20290000000,2 seconds,3
2017#testtest#test,4,1461577600000,2 minutes,4
2017#testuser#test,4,26245000000000,44 minutes,4
2017#testuser25,4,1025245000000,2 minutes,4
2017#testuseradmin,4,1180501750000,2 minutes,4
2017#testusertest,4,1023477850000,2 minutes,4
2017#testwheathall,4,13960000000000,23 minutes,4
2017#testwinds,4,79030000000,8 seconds,3
2017#testwonderman,4,6153280000000,10 minutes,4
2017#testyjake,4,109600000000,11 seconds,3
2017#testzombie,4,18340000000,2 seconds,3
2017#useradmin,4,21550000000,2 seconds,3
2017#userfall,4,15100000000,2 seconds,3
2017#userfrost,4,19210000000,2 seconds,3
2017#userhomerow,4,4432000000000,7 minutes,4
2017#userkook2,4,1000000010000,2 minutes,2
2017#userspring,4,20290000000,2 seconds,3
2017#winterclemens,4,278430400000,28 seconds,3
2017#winterdick,4,23647600000,2 seconds,3
2017#winterfallfrost,4,153699601600000,4 hours,4
2017#winterfallkate,4,106715108800000,3 hours,4
2017#winterfan,4,111700000000,11 seconds,3
2017#winterfrost,4,71189200000,7 seconds,3
2017#wintergloves,4,218612800000,22 seconds,3
2017#wintergrrrr,4,1151142400000,2 minutes,3
2017#winterhoney,4,23870800000,2 seconds,3
2017#winterindependent,4,52886800000,5 seconds,3
2017#winterkaze,4,1116100000000,2 minutes,3
2017#winterman29,4,4928320000000,8 minutes,4
2017#wintermario,4,15500800000,2 seconds,3
2017#winterpumpkin,4,41392000000,4 seconds,3
2017#wintersonia,4,31124800000,3 seconds,3
2017#wintersonny,4,41057200000,4 seconds,3
2017#winterspringjohnny,4,29540584000000,49 minutes,4
2017#winterwars,4,182677600000,18 seconds,3
2017#winterwolf7,4,3288246400000,5 minutes,4
2017#winterzhang,4,356885200000,36 seconds,3
2017@#wintergarden,4,1022543200000,2 minutes,4
2017@bobbie_test,4,1246150102528,2 minutes,4
2017@fallfalllucky,4,64825686784,6 seconds,3
2017@fallkate,4,13330000000,1 second,3
2017@mikefall,4,11898500032,1 second,3
2017@spring2020spring,4,79065074205184,2 hours,4
2017@springboardgarden,4,1157970868000,2 minutes,4
2017@springfield_123,4,1257268000000,2 minutes,4
2017@springfieldman,4,36685567744,4 seconds,3
2017@springflick,4,608646499264,1 minute,3
2017@springmoon,4,94561806208,9 seconds,3
2017@springwind,4,141505591360,14 seconds,3
2017@springwindshoes,4,458588493640960,13 hours,4
2017@summerfallfrost,4,21139008617728,35 minutes,4
2017@summerfog,4,14818528000,1 second,3
2017@test#test,4,28000000000,3 seconds,3
2017@testadmin,4,14284181440,1 second,3
2017@testadminspring,4,39183816436480,1 hour,4
2017@willygarden,4,176118663040,18 seconds,3
2017@winterfall22,4,5261205836800,9 minutes,4
2017@winterforest,4,18390650752,2 seconds,3
2017@winterknee,4,82427766400,8 seconds,3
2017@wintersonar,4,281244362752,28 seconds,3
2017@winterstg,4,12557420800,1 second,3
2017admin#spring,4,202000000000,20 seconds,3
2017admin_#summer,4,207100000000,21 seconds,3
2017admintest1995,4,1003989700000,2 minutes,4
2017spring#testuser,4,1169898850000,2 minutes,4
2017spring#userfall,4,41380000000000,1 hour,4
2017spring12zhangzhang,4,45656149600,5 seconds,3
2017springadmin#summer,4,56724400000000,2 hours,4
2017springadmin#winter,4,151213600000000,4 hours,4
2017springtestadmin,4,1053701362000,2 minutes,4
2017springuser@spring,4,55351480000000,2 hours,4
2017test#winterdaisy,4,7450480000000,12 minutes,4
2017testadmintest,4,1007420842000,2 minutes,4
2017testguywinter,4,558100000000,56 seconds,3
2017testpasseword,4,105880000000,11 seconds,3
2017testspring7dick,4,8510680000000,14 minutes,4
2017testspringadmin,4,1053701362000,2 minutes,4
2017testuser#test,4,573850000000,57 seconds,3
2017testuser#testadmin,4,1641925000000000,2 days,4
2017testusertestadmin,4,2526060250000,4 minutes,4
2017testwinteralex,4,1003134397600,2 minutes,4
2017user!squirrel,4,38560000000,4 seconds,3
2017user@fall,4,15100000000,2 seconds,3
2017userfall21_,4,2011063600000,3 minutes,4
2017usertest2test,4,2551739744800,4 minutes,4
2017usertestadmin,4,1125196786000,2 minutes,4
2017usertestcassie,4,1067238553600,2 minutes,4
2017userwintergarden,4,1353702808000,2 minutes,4
2017wintercassie123,4,1004285440000,2 minutes,4
2017winterfall@thefall,4,11161000000000000,13 days,4
2017wintertestadmin,4,1014841684000,2 minutes,4
2017wintertestzhang,4,1066362047200,2 minutes,4
2018!#winterzhen,4,1223200000000,2 minutes,4
2018!admin@spring,4,2019100000000,3 minutes,3
2018!adminfall,4,150100000000,15 seconds,3
2018!adminjames,4,15100000000,2 seconds,3
2018!adminjimmy,4,29200000000,3 seconds,3
2018!adminsummer,4,20800000000,2 seconds,3
2018!admintest,4,28000000000,3 seconds,3
2018!adminuser,4,470800000000,47 seconds,3
2018!fallguytest,4,2495440000000,4 minutes,4
2018!fallpuppy,4,55900000000,6 seconds,3
2018!falltestkitty,4,6702760000000,11 minutes,4
2018!jordan5881,4,300100000000,30 seconds,3
2018!kingspring,4,20290000000,2 seconds,3
2018!spring1127test,4,889360000000000,1 day,4
2018!spring_ryan,4,1500100000000,3 minutes,3
2018!springbradley1,4,1047731582800,2 minutes,4
2018!springjames,4,20290000000,2 seconds,3
2018!springlilac,4,1111729037200,2 minutes,4
2018!springstalker,4,167273200000,17 seconds,3
2018!springtest299foggy,4,3946323160000000000,12 years,5
2018!springtestadmin,4,108402724000000,3 hours,4
2018!springtestkate,4,67244197600000,2 hours,4
2018!springwanderer,4,1037426606800,2 minutes,4
2018!springwheat,4,872308000000,1 minute,3
2018!springwolverine,4,518983000000,52 seconds,3
2018!summer2k3,4,41500000000,4 seconds,3
2018!summer_boy,4,414100000000,41 seconds,3
2018!summeradmin,4,29701000000,3 seconds,3
2018!summerbuck,4,27299800000,3 seconds,3
2018!summerchopsticks,4,362432800000,36 seconds,3
2018!summerfan,4,41500000000,4 seconds,3
2018!summerkiss,4,20137600000,2 seconds,3
2018!summerstupid,4,11443600000,1 second,3
2018!summertest!test,4,1541080000000000,2 days,4
2018!testme@michelle,4,1500100000000,3 minutes,3
2018!testninja,4,39430000000,4 seconds,3
2018!testwonderful,4,11560000000,1 second,3
2018!wintercandy,4,60810400000,6 seconds,3
2018!winterfrost,4,71189200000,7 seconds,3
2018!wintermanadam,4,3710540800000,6 minutes,4
2018!wintermanwheat,4,85851712000000,2 hours,4
2018!winterstar,4,49092400000,5 seconds,3
2018!winterwinds,4,293719600000,29 seconds,3
2018!winterzhang,4,356885200000,36 seconds,3
2018#fall#gretchen,4,127900000000,13 seconds,3
2018#fall12admin,4,2145100000000,4 minutes,3
2018#fall2021dylan,4,139800100000000,4 hours,3
2018#fall_jeff,4,35200000000,4 seconds,3
2018#fallanddave,4,1732096000000,3 minutes,4
2018#fallcyrus,4,19720000000,2 seconds,3
2018#fallfrodo,4,76060000000,8 seconds,3
2018#falljake,4,11050000000,1 second,3
2018#fallspringharry,4,6653200000000,11 minutes,4
2018#fallspringmichael,4,5038000000000,8 minutes,4
2018#somerocks,4,24760000000,2 seconds,3
2018#spring12567,4,712360000000,1 minute,3
2018#springadmintest,4,108402724000000,3 hours,4
2018#springboy#test,4,889360000000000,1 day,4
2018#springchick,4,581572000000,58 seconds,3
2018#springchris,4,38057200000,4 seconds,3
2018#springfallandrew,4,44368120000000,1 hour,4
2018#springfalldaisy,4,251667733600000,7 hours,4
2018#springfalljordan,4,44368120000000,1 hour,4
2018#springfalljuliet,4,760809462400000,21 hours,4
2018#springfieldgirl,4,235149400000,24 seconds,3
2018#springfrost,4,257320600000,26 seconds,3
2018#springgarden,4,407938000000,41 seconds,3
2018#springgiraffe,4,1035427796800,2 minutes,4
2018#springguitar,4,41691400000,4 seconds,3
2018#springguy,4,54209200000,5 seconds,3
2018#springjason,4,20290000000,2 seconds,3
2018#springman499,4,9883600000000,16 minutes,4
2018#springmanjames,4,8106880000000,14 minutes,4
2018#springsummeradmin,4,80685892000000,2 hours,4
2018#springwendy,4,46537000000,5 seconds,3
2018#springwinterjane,4,24132894400000,40 minutes,4
2018#springzack,4,373211200000,37 seconds,3
2018#summer107851,4,2567184714303.999760256920126,4 minutes,4
2018#summer1995daniel,4,1414000000000,2 minutes,4
2018#summer2012admin,4,6920200000000,12 minutes,4
2018#summer27spring,4,12144880000000,20 minutes,4
2018#summer_alexander,4,1167587200000,2 minutes,4
2018#summercherry,4,16742800000,2 seconds,3
2018#summerdaisy,4,12064600000,1 second,3
2018#summergiant,4,64808200000,6 seconds,3
2018#summerjake,4,15211000000,2 seconds,3
2018#summerjenny,4,11526400000,1 second,3
2018#summerlilac,4,520787800000,52 seconds,3
2018#summermack,4,13389400000,1 second,3
2018#summerparksu,4,1506404800000,3 minutes,4
2018#summerspringdanny,4,12033431200000,20 minutes,4
2018#summerspringgabriel,4,24069901600000,40 minutes,4
2018#summerstupidbob,4,12025979200000,20 minutes,4
2018#summerzhang,4,132455800000,13 seconds,3
2018#testadmin,4,21550000000,2 seconds,3
2018#testchill,4,15100000000,2 seconds,3
2018#testee2019,4,150100000000,15 seconds,3
2018#testfall,4,15100000000,2 seconds,3
2018#testjake,4,11050000000,1 second,3
2018#testkitty,4,15430000000,2 seconds,3
2018#testme123,4,150100000000,15 seconds,3
2018#testmister,4,29500000000,3 seconds,3
2018#testt2015,4,15100000000,2 seconds,3
2018#testwet,4,10000010000,1 second,2
2018#testyadmin,4,214600000000,21 seconds,3
2018#testyjoseph,4,15100000000,2 seconds,3
2018#user1179,4,100000010000,10 seconds,2
2018#userfall,4,15100000000,2 seconds,3
2018#userhomerabbit,4,3975400000000,7 minutes,4
2018#userhomerank,4,24194200000000,40 minutes,4
2018#winter#mama,4,1991900800000,3 minutes,4
2018#winter254,4,103010079999.9999991541699274,10 seconds,3
2018#winteralexey,4,381325600000,38 seconds,3
2018#winterbender,4,81233200000,8 seconds,3
2018#winterchris,4,10590400000,1 second,3
2018#wintercinderella,4,363023200000,36 seconds,3
2018#winterdaisy,4,32352400000,3 seconds,3
2018#winterfan,4,111700000000,11 seconds,3
2018#winterhannah,4,14719600000,1 second,3
2018#winterkun,4,111700000000,11 seconds,3
2018#winterwolf,4,52105600000,5 seconds,3
2018#winterzhang,4,356885200000,36 seconds,3
2018@fallenfire,4,115000000000,12 seconds,3
2018@fallowshack,4,1378609840000,2 minutes,4
2018@fallwinter1998susan,4,10279000000000000,12 days,5
2018@fallwintersummer,4,2540080000000,4 minutes,4
2018@fallwood123,4,1444000000000,2 minutes,4
2018@penguinsummer,4,21752200000,2 seconds,3
2018@spring2017chris,4,8591440000000,14 minutes,4
2018@springfalltexas,4,478049320000000,13 hours,4
2018@springfieldbark,4,1093671278800,2 minutes,4
2018@springfieldjane,4,90143800000,9 seconds,3
2018@springfieldman,4,103007200000,10 seconds,3
2018@springfieldtest,4,108854200000,11 seconds,3
2018@springfox,4,70765000000,7 seconds,3
2018@springmike,4,41691400000,4 seconds,3
2018@springocean,4,502023400000,50 seconds,3
2018@springtimejames,4,227080000000,23 seconds,3
2018@springwind,4,397843000000,40 seconds,3
2018@summerpanda,4,78097600000,8 seconds,3
2018@testjacky,4,370720000000,37 seconds,3
2018admin#winter,4,55900000000,6 seconds,3
2018admin@winter,4,55900000000,6 seconds,3
2018admintestadmin,4,1057052710000,2 minutes,4
2018fall@manfred,4,66087928000,7 seconds,3
2018spring#admin#test,4,752068000000000,21 hours,4
2018spring#sandy,4,202000000000,20 seconds,3
2018spring#winter,4,558100000000,56 seconds,3
2018springadmin#meow,4,58743400000000,2 hours,4
2018springadmin#test,4,58743400000000,2 hours,4
2018springadminwolfe,4,1172075332000,2 minutes,4
2018test123!snow,4,17920000000,2 seconds,3
2018testadminspring,4,1053701362000,2 minutes,4
2018testee#jake,4,279100000000,28 seconds,3
2018testmanfall123,4,56800000000000,2 hours,4
2018testme123david,4,1032835000000,2 minutes,4
2018testme@testme,4,2221462000000,4 minutes,4
2018testsummertest#,4,1770040000000,3 minutes,4
2018testuser#chris,4,1023730300000,2 minutes,4
2018testuser#fall,4,573850000000,57 seconds,3
2018testuser#testuser,4,5828106250000,10 minutes,4
2018testuser@test,4,573850000000,57 seconds,3
2018userspringboys,4,1596815592400,3 minutes,4
2018usertestman123,4,2835227292400,5 minutes,4
2018usertestshawn,4,1015759036000,2 minutes,4
2018winteradmin@user,4,16958800000000,28 minutes,4
2018winterbubba13,4,558100000000,56 seconds,3
2018winterdavid33,4,558100000000,56 seconds,3
2018winterfall!@peter,4,12160000000000,20 minutes,4
2018wintergibson#,4,558100000000,56 seconds,3
2018winterguy111,4,55900000000,6 seconds,3
2018winterjane1234,4,1000859320000,2 minutes,4
2018winterlady2000,4,1004910400000,2 minutes,4
2018wintermike109,4,558100000000,56 seconds,3
2018wintershackxam,4,1364974854400,2 minutes,4
2018winterstupiduser,4,1095955019200,2 minutes,4
2018wintersummergarden,4,1015554808000,2 minutes,4
2019!#winterzhang,4,1071357040000,2 minutes,4
2019!@springfox,4,706750000000,1 minute,3
2019!@summerstew,4,1033368400000,2 minutes,4
2019!admin@spring,4,2019100000000,3 minutes,3
2019!admin@test,4,279100000000,28 seconds,3
2019!adminfall,4,150100000000,15 seconds,3
2019!adminspring,4,202000000000,20 seconds,3
2019!admintest,4,28000000000,3 seconds,3
2019!adminuser,4,470800000000,47 seconds,3
2019!adminwinter,4,55900000000,6 seconds,3
2019!fallbillypatterson,4,1727080000000,3 minutes,4
2019!fallmaniac,4,37450000000,4 seconds,3
2019!fallpizzagirl,4,25530040000000,43 minutes,4
2019!fallspring,4,20290000000,2 seconds,3
2019!falltestman,4,1982080000000,3 minutes,4
2019!falltestuser,4,573850000000,57 seconds,3
2019!fashionzhang,4,1064946415600,2 minutes,4
2019!frodo#dog,4,630100000000,1 minute,3
2019!guyboy11,4,100000010000,10 seconds,2
2019!kitten2898,4,1423600000000,2 minutes,3
2019!kittiesummer,4,130965400000,13 seconds,3
2019!sandytest,4,17677000000,2 seconds,3
2019!schooldieadmin,4,30515200000000,51 minutes,4
2019!sorriest,4,100000010000,10 seconds,2
2019!spring2010user,4,127712440000000,4 hours,4
2019!spring_alexander,4,2634582400000,4 minutes,4
2019!springadmin,4,288817000000,29 seconds,3
2019!springadmin#,4,9883600000000,16 minutes,4
2019!springadminjim,4,171920464000000,5 hours,4
2019!springadmintest,4,108402724000000,3 hours,4
2019!springbabysummer,4,19389052000000,32 minutes,4
2019!springboktest,4,1023287572000,2 minutes,4
2019!springbrilliant,4,447106600000,45 seconds,3
2019!springbuck11,4,9883600000000,16 minutes,4
2019!springdaisy,4,116798200000,12 seconds,3
2019!springdavid,4,20290000000,2 seconds,3
2019!springjane,4,31192600000,3 seconds,3
2019!springlilie,4,1888360000000,3 minutes,4
2019!springrodrigolazaz,4,19851734728000000,23 days,5
2019!springtestjane,4,12566447200000,21 minutes,4
2019!springtestkay,4,41107031200000,1 hour,4
2019!springtestuser,4,1169898850000,2 minutes,4
2019!springtrout,4,852521800000,1 minute,3
2019!springwinterxie,4,301427200000000,8 hours,4
2019!squirrel123,4,38560000000,4 seconds,3
2019!summer19lady,4,1111779131200,2 minutes,4
2019!summerguytest,4,3063707200000,5 minutes,4
2019!summerjuliet,4,36366400000,4 seconds,3
2019!summerkate,4,18357400000,2 seconds,3
2019!summerlady,4,18316000000,2 seconds,3
2019!summertest3,4,772458400000,1 minute,3
2019!summerzhang,4,132455800000,13 seconds,3
2019!testadmin,4,21550000000,2 seconds,3
2019!testeradmin,4,203875000000,20 seconds,3
2019!testgarden,4,30400000000,3 seconds,3
2019!testguytest,4,2495440000000,4 minutes,4
2019!testmanadmin,4,8550400000000,14 minutes,4
2019!testme@kamran,4,410280100000000,11 hours,3
2019!testmeadmin,4,1103298910000,2 minutes,4
2019!testmeuser,4,1226679706000,2 minutes,4
2019!testpuppy,4,55900000000,6 seconds,3
2019!testspring,4,20290000000,2 seconds,3
2019!testyab,4,10000010000,1 second,2
2019!testyadmin,4,214600000000,21 seconds,3
2019!user#sandy,4,94600000000,9 seconds,3
